Plot,Rep,Column,Range,Entry,Accession,Rand,Type,Trial,Loc,Entry_no,Survival.autumn.2015,Height.2015,Basal.circumference.2015,Culm.number.2015,Fall.dormancy.date.2015,Frost.Damage.2015,Number.of.Reproductive.Culms.2015,Spring.Re.growth.Date.2016,Frost.Damage.Spring.2016,Survival.spring.2016,Overwintering.Ability.2016,Tiller.Count,Basal.Circ.during.Tiller.Count,First.Heading.Date.2016,X50..Heading.Date.2016,First.Flowering.Date.2016,X50..Flowering.Date.2016,Survival.autumn.2016,Growth.Stage.2016,Compressed.Plant.Circumference.2016,Basal.Circumference.2016,Total.Culm.2016,Repro.Culm.2016,Autumn.Dormancy.Date.2016,Frost.Damage.Autumn.2016,Lodging.2016,Culm.Length.2016,Culm.Outer.Diameter.at.the.Basal.Internode.2016,Culm.Outer.Diameter.at.Last.internode.2016,Culm.Node.Number.2016,Culm.Dry.Weight.2016,Secondary.Stem.Count.2016,Total.Weight.of.Secondary.Stems.2016,Primary.Stem.Weight.2016,Culm.Density.2016,Average.Internode.Length.2016,Biomass.Yield.fresh.weight.2016,Sub.sample.Yield.fresh.weight.2016,Sub.sample.Yield.dry.weight.2016,Moisture.content.2016,Biomass.Yield.dry.weight.2016,Spring.Re.growth.Date.2017,Frost.Damage.Spring.2017,Survival.spring.2017,Overwintering.Ability.2017,First.Heading.Date.2017,X50..Heading.Date.2017,First.Flowering.Date.2017,X50..Flowering.Date.2017,Survival.autumn.2017,Growth.Stage.2017,Compressed.Plant.Circumference.2017,Basal.Circumference.2017,Total.Culm.2017,Repro.Culm.2017,Autumn.Dormancy.Date.2017,Frost.Damage.Autumn.2017,Lodging.2017,CCirc.BCirc.2017,TCmN.Area.2017,Plant.Height.2017,Culm.Length.2017,Culm.Outer.Diameter.at.the.Basal.Internode.2017,Culm.Outer.Diameter.at.Last.internode.2017,Culm.Node.Number.2017,Culm.Dry.Weight.2017,Culm.Density..mass.volume..2017..CmDW.V.,Average.Internode.Length.2017,Biomass.Yield.fresh.weight.2017,Sub.sample.Yield.fresh.weight.2017,Sub.sample.Yield.dry.weight.2017,Moisture.content.2017,Biomass.Yield.dry.weight.2017,Prop.repro.culm.2015,Prop.repro.culm.2016,Prop.repro.culm.2017
195,1,13,AO,JPN-2011-013,JPN-2011-013,0.86780655,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,209,1,6.41,159.4,59,10/26/2015,NA,8,4/4/2016,2,1,NA,146,400,9/29/2016,10/6/2016,10/6/2016,10/6/2016,1,PF,34.5,400,191,13,10/27/2016,NA,NA,278.3,6.95,3.25,22,21.99,0,0,21.99,NA,NA,NA,NA,NA,NA,2635.49,4/4/2017,NA,0,NA,NA,NA,NA,NA,1,NR,NA,NA,NA,0,11/7/2017,NA,NA,NA,NA,24.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13559322,0.068062827,NA
196,1,14,AA,M. sacchariflorus 'Golf Course 4x'-UI11-00007,UI11-00007,0.871039998,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,173,1,13.37,73.7,30,10/19/2015,NA,5,3/28/2016,9,1,NA,154,276.3,7/21/2016,7/27/2016,7/21/2016,7/27/2016,1,PF,30,278.6,115,84,10/21/2016,NA,NA,222.1,5.52,4.84,12,10.41,0,0,10.41,NA,NA,NA,NA,NA,NA,704.61,3/28/2017,NA,0,NA,7/10/2017,7/17/2017,7/10/2017,7/17/2017,1,PF,NA,NA,110,110,10/25/2017,NA,NA,NA,NA,17.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,0.730434783,1
197,1,14,AB,RU2012-094,RU2012-094,0.872059643,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,67,1,12.61,86.7,46,10/19/2015,NA,9,4/4/2016,6,1,NA,178,202.1,6/23/2016,6/30/2016,7/7/2016,7/7/2016,1,PF,25.8,207.9,171,93,10/13/2016,NA,NA,190.7,3.89,2.98,12,2.98,0,0,2.98,NA,NA,NA,NA,NA,NA,343.56,3/28/2017,NA,0,NA,7/3/2017,8/14/2017,7/3/2017,8/14/2017,1,PF,NA,NA,NA,34,9/20/2017,NA,NA,NA,NA,10.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195652174,0.543859649,NA
198,1,14,AC,RU2012-156,RU2012-156,0.875394919,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,118,1,11.32,165.8,46,10/19/2015,NA,24,3/28/2016,8,1,NA,200,250.1,7/14/2016,7/21/2016,7/21/2016,7/21/2016,1,PF,25.5,266.3,167,103,10/13/2016,NA,NA,169.2,3.31,2.61,12,3.12,0,0,3.12,NA,NA,NA,NA,NA,NA,410.26,3/28/2017,NA,0,NA,7/10/2017,7/17/2017,7/10/2017,7/17/2017,1,PF,NA,NA,123,123,9/20/2017,NA,NA,NA,NA,15.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52173913,0.616766467,1
199,1,14,AD,JPN-2011-005,JPN-2011-005,0.878664508,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,203,1,17.44,142.4,62,10/26/2015,NA,9,4/4/2016,5,1,NA,135,400,9/22/2016,9/29/2016,9/29/2016,9/29/2016,1,PF,28.6,400,122,12,10/27/2016,NA,NA,337.3,9.17,4.85,23,51.17,0,0,51.17,NA,NA,NA,NA,NA,NA,2642.35,3/28/2017,NA,0,NA,NA,NA,NA,NA,1,NR,NA,NA,NA,0,11/7/2017,NA,NA,NA,NA,28.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14516129,0.098360656,NA
200,1,14,AE,UI11-00031,UI11-00031,0.88026475,M. sacchariflorus var. lutarioriparius,DOE Msa Trial 2015_UI,URB,175,1,18.88,172.6,47,10/26/2015,NA,0,3/28/2016,10,1,NA,65,391.2,10/6/2016,10/13/2016,10/13/2016,10/13/2016,1,PF,37.5,400,134,37,11/10/2016,NA,NA,383.5,15.82,4.08,36,99.1,0,0,99.1,NA,NA,NA,NA,NA,NA,3954.63,3/28/2017,NA,0,NA,NA,NA,NA,NA,1,B,NA,NA,NA,9,11/7/2017,NA,NA,NA,NA,32.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.276119403,NA
201,1,14,AF,RU2012-213,RU2012-213,0.8823531,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,164,1,11.84,317,67,10/19/2015,NA,51,3/28/2016,9,1,NA,282,400,7/14/2016,7/21/2016,7/14/2016,7/21/2016,1,PF,42.4,400,342,250,10/6/2016,NA,NA,199.6,4.29,3.03,12,5.06,0,0,5.06,NA,NA,NA,NA,NA,NA,1394.15,3/28/2017,NA,0,NA,7/10/2017,7/17/2017,7/17/2017,7/24/2017,1,PF,NA,NA,349,349,10/18/2017,NA,NA,NA,NA,20.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76119403,0.730994152,1
202,1,14,AG,RU2012-130,RU2012-130,0.883807068,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,97,1,10.13,167.7,68,10/19/2015,NA,29,4/4/2016,5,1,NA,218,400,6/30/2016,7/7/2016,7/7/2016,7/14/2016,1,PF,30.4,400,257,177,10/13/2016,NA,NA,191.8,4.26,3.17,12,7.95,2,2.49,5.46,NA,NA,NA,NA,NA,NA,642.32,3/28/2017,NA,0,NA,6/26/2017,7/3/2017,7/3/2017,7/10/2017,1,PF,NA,NA,190,190,10/18/2017,NA,NA,NA,NA,17.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426470588,0.688715953,1
203,1,14,AH,RU2012-136,RU2012-136,0.887721426,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,102,1,10.85,96.8,46,10/19/2015,NA,18,3/28/2016,1,1,NA,246,400,6/23/2016,6/30/2016,6/30/2016,7/7/2016,1,PF,26.5,400,290,131,10/13/2016,NA,NA,149.1,3.11,3.02,12,2.52,0,0,2.52,NA,NA,NA,NA,NA,NA,371.73,3/28/2017,NA,0,NA,6/26/2017,NA,6/26/2017,NA,1,PF,NA,NA,NA,57,10/11/2017,NA,NA,NA,NA,11.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.391304348,0.451724138,NA
204,1,14,AI,UI11-00037,UI11-00037,0.889609124,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,181,1,16.79,297,130,10/26/2015,NA,37,4/4/2016,6,1,NA,149,400,9/22/2016,9/22/2016,10/6/2016,10/6/2016,1,PF,42.3,400,211,92,11/4/2016,NA,NA,305.7,7.31,4.52,19,30.77,0,0,30.77,NA,NA,NA,NA,NA,NA,4085.5,3/28/2017,NA,0,NA,9/11/2017,9/18/2017,9/18/2017,9/25/2017,1,PF,NA,NA,NA,30,11/7/2017,NA,NA,NA,NA,28.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284615385,0.436018957,NA
205,1,14,AJ,RU2012-207,RU2012-207,0.890682507,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,159,1,10.06,37.4,43,10/19/2015,NA,25,3/28/2016,2,1,NA,144,230.5,7/21/2016,7/27/2016,7/21/2016,7/27/2016,1,PF,21.7,241.6,192,123,10/21/2016,NA,NA,184.8,4.68,4.2,12,7,2,1.58,5.42,NA,NA,NA,NA,NA,NA,352.15,3/28/2017,NA,0,NA,7/10/2017,7/17/2017,7/10/2017,7/24/2017,1,PF,NA,NA,322,322,10/25/2017,NA,NA,NA,NA,18.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.581395349,0.640625,1
206,1,14,AK,RU2012-092,RU2012-092,0.900127073,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,65,1,12.78,117,78,10/19/2015,NA,27,3/28/2016,7,1,NA,244,350.1,6/23/2016,6/30/2016,6/30/2016,7/7/2016,1,PF,33.5,400,364,142,10/13/2016,NA,NA,186.3,4.19,3.3,13,4.39,0,0,4.39,NA,NA,NA,NA,NA,NA,561.47,3/28/2017,NA,0,NA,7/3/2017,NA,7/3/2017,NA,1,PF,NA,NA,NA,53,10/18/2017,NA,NA,NA,NA,10.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346153846,0.39010989,NA
207,1,14,AL,RU2012-020,RU2012-020,0.902596151,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,6,1,9.64,92.8,62,10/19/2015,NA,30,3/28/2016,2,1,NA,351,400,6/23/2016,6/30/2016,6/30/2016,7/7/2016,1,PF,39.7,400,357,159,10/21/2016,NA,NA,139.2,3.51,2.89,11,1.8,0,0,1.8,NA,NA,NA,NA,NA,NA,488.79,3/28/2017,NA,0,NA,6/26/2017,7/17/2017,7/3/2017,7/17/2017,1,PF,NA,NA,NA,107,10/25/2017,NA,NA,NA,NA,12.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483870968,0.445378151,NA
208,1,14,AM,RU2012-074,RU2012-074,0.902652134,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,50,1,11.12,76,62,10/19/2015,NA,32,3/28/2016,1,1,NA,230,400,6/23/2016,7/7/2016,6/30/2016,7/7/2016,1,PF,36.8,400,354,201,10/6/2016,NA,NA,163.1,4.08,3.25,9,3.83,0,0,3.83,NA,NA,NA,NA,NA,NA,623.47,3/28/2017,NA,0,NA,6/26/2017,NA,7/3/2017,NA,1,PF,NA,NA,NA,115,10/18/2017,NA,NA,NA,NA,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516129032,0.56779661,NA
209,1,14,AN,RU2012-105,RU2012-105,0.914744741,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,77,1,8.36,63,50,10/19/2015,NA,15,3/28/2016,4,1,NA,223,266.1,6/16/2016,6/23/2016,6/16/2016,6/23/2016,1,PF,24.1,261.7,252,71,9/29/2016,NA,NA,120.9,4.09,3.22,9,3.14,2,1.22,1.92,NA,NA,NA,NA,NA,NA,197.94,3/28/2017,NA,0,NA,6/26/2017,NA,6/26/2017,NA,1,PF,NA,NA,NA,11,10/11/2017,NA,NA,NA,NA,9.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.281746032,NA
211,1,15,AA,UI11-00039,UI11-00039,0.926363795,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,183,1,11.94,113.6,39,10/26/2015,NA,7,4/4/2016,0,1,NA,82,400,9/22/2016,9/29/2016,9/29/2016,9/29/2016,1,F,27,400,81,41,11/17/2016,NA,NA,336.6,9.93,5.61,26,63.76,1,6.33,57.43,NA,NA,NA,NA,NA,NA,2059.8,4/4/2017,NA,0,NA,NA,NA,NA,NA,1,NR,NA,NA,NA,8,11/7/2017,NA,NA,NA,NA,26.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179487179,0.50617284,NA
212,1,15,AB,RU2012-151,RU2012-151,0.926821212,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,114,1,9.21,57.8,29,10/12/2015,NA,12,3/28/2016,5,1,NA,145,400,6/30/2016,7/7/2016,7/7/2016,7/14/2016,1,PF,25.5,400,194,106,10/21/2016,NA,NA,163.8,3.95,3.1,10,4.09,1,0.74,3.35,NA,NA,NA,NA,NA,NA,333.71,3/28/2017,NA,0,NA,6/26/2017,7/17/2017,7/3/2017,7/17/2017,1,PF,NA,NA,NA,101,10/18/2017,NA,NA,NA,NA,11.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.413793103,0.546391753,NA
213,1,15,AC,JPN-2010-012,JPN-2010-012,0.930024728,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,195,1,14.91,145.9,68,10/26/2015,NA,11,4/4/2016,3,1,NA,222,400,9/22/2016,9/29/2016,9/29/2016,9/29/2016,1,PF,38,400,270,20,11/4/2016,NA,NA,273.4,5.84,3.38,19,20.39,0,0,20.39,NA,NA,NA,NA,NA,NA,2657.4,3/28/2017,NA,0,NA,NA,NA,NA,NA,1,NR,NA,NA,NA,0,11/7/2017,NA,NA,NA,NA,24.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161764706,0.074074074,NA
214,1,15,AD,RU2012-158,RU2012-158,0.934072457,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,120,1,13.62,217.6,124,10/19/2015,NA,63,4/4/2016,5,1,NA,411,400,7/14/2016,7/21/2016,7/14/2016,7/21/2016,1,PF,36.8,400,408,208,10/6/2016,NA,NA,186.5,3.99,2.85,13,5.47,0,0,5.47,NA,NA,NA,NA,NA,NA,1072.31,3/28/2017,NA,0,NA,7/17/2017,7/24/2017,7/17/2017,7/24/2017,1,PF,NA,NA,194,194,9/20/2017,NA,NA,NA,NA,17.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508064516,0.509803922,1
215,1,15,AE,RU2012-175,RU2012-175,0.944822338,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,134,1,14.2,76.7,54,10/19/2015,NA,39,3/28/2016,2,1,NA,167,400,7/7/2016,7/14/2016,7/14/2016,7/14/2016,1,PF,38,400,223,152,10/13/2016,NA,NA,201.2,3.7,2.92,10,4.18,0,0,4.18,NA,NA,NA,NA,NA,NA,649.84,3/28/2017,NA,0,NA,7/3/2017,7/10/2017,7/3/2017,7/10/2017,1,PF,NA,NA,152,152,10/25/2017,NA,NA,NA,NA,17.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.722222222,0.68161435,1
216,1,15,AF,JM11-037,JM11-037,0.952157239,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,227,1,7.25,153.3,81,10/26/2015,NA,14,4/12/2016,1,1,NA,149,400,9/22/2016,9/22/2016,9/29/2016,9/29/2016,1,PF,32.8,400,177,42,11/10/2016,NA,NA,294.9,6.68,4.18,19,26.57,0,0,26.57,NA,NA,NA,NA,NA,NA,1885.74,4/4/2017,NA,0,NA,NA,NA,NA,NA,1,PF,NA,NA,NA,7,11/7/2017,NA,NA,NA,NA,25.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172839506,0.237288136,NA
217,1,15,AG,RU2012-212,RU2012-212,0.961581292,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,163,1,0.21,4,3,11/2/2015,NA,0,4/4/2016,10,1,NA,87,213.4,7/27/2016,8/4/2016,8/4/2016,8/11/2016,1,PF,19.5,217.9,105,72,10/21/2016,NA,NA,170.6,3.87,2.72,9,2.62,0,0,2.62,NA,NA,NA,NA,NA,NA,222.97,3/28/2017,NA,0,NA,7/10/2017,7/17/2017,7/17/2017,NA,1,PF,NA,NA,160,160,10/18/2017,NA,NA,NA,NA,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.685714286,1
218,1,15,AH,RU2012-104,RU2012-104,0.964980404,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,76,1,11.3,60.3,67,10/19/2015,NA,30,3/28/2016,3,1,NA,285,222.8,6/30/2016,6/30/2016,7/7/2016,7/14/2016,1,PF,30.6,237.3,308,194,10/13/2016,NA,NA,170.1,3.6,2.55,13,3.89,0,0,3.89,NA,NA,NA,NA,NA,NA,727.13,3/28/2017,NA,0,NA,7/10/2017,8/14/2017,7/10/2017,8/14/2017,1,PF,NA,NA,NA,31,10/18/2017,NA,NA,NA,NA,13.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.447761194,0.62987013,NA
219,1,15,AI,UI11-00033,UI11-00033,0.96738562,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,177,1,10.55,187,99,10/26/2015,NA,19,4/4/2016,6,1,NA,140,356.2,9/29/2016,9/29/2016,10/6/2016,10/6/2016,1,F,49.2,400,212,20,11/17/2016,NA,NA,308.8,7.82,3.65,22,38.55,0,0,38.55,NA,NA,NA,NA,NA,NA,4242.38,3/28/2017,NA,0,NA,NA,NA,NA,NA,1,PF,NA,NA,NA,5,11/7/2017,NA,NA,NA,NA,29.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191919192,0.094339623,NA
220,1,15,AJ,RU2012-076,RU2012-076,0.980564151,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,52,1,12.2,53,67,10/26/2015,NA,35,4/4/2016,2,1,NA,339,267.1,6/30/2016,7/7/2016,7/7/2016,7/7/2016,1,PF,34.5,284.2,400,180,10/13/2016,NA,NA,185.3,3.88,2.56,12,3.8,0,0,3.8,NA,NA,NA,NA,NA,NA,611.23,3/28/2017,NA,0,NA,7/10/2017,8/14/2017,7/10/2017,8/14/2017,1,PF,NA,NA,NA,51,10/25/2017,NA,NA,NA,NA,14.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52238806,0.45,NA
221,1,15,AK,RU2012-070,RU2012-070,0.988190574,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,47,1,13.09,76.5,54,10/19/2015,NA,39,3/28/2016,4,1,NA,258,400,6/23/2016,6/30/2016,6/30/2016,7/7/2016,1,PF,28.5,400,254,175,10/13/2016,NA,NA,178.6,4.11,3.65,10,5.14,0,0,5.14,NA,NA,NA,NA,NA,NA,575.44,3/28/2017,NA,0,NA,6/19/2017,6/26/2017,6/19/2017,7/3/2017,1,PF,NA,NA,267,267,9/20/2017,NA,NA,NA,NA,15.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.722222222,0.688976378,1
222,1,15,AL,JM11-027-2,JM11-027-2,0.99184143,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,226,1,5.89,180.4,46,10/26/2015,NA,12,4/4/2016,2,1,NA,171,400,9/9/2016,9/15/2016,9/22/2016,9/22/2016,1,PF,30.3,400,166,68,11/4/2016,NA,NA,293.4,6.83,4.58,17,16.7,0,0,16.7,NA,NA,NA,NA,NA,NA,1460.22,3/28/2017,NA,0,NA,8/27/2017,9/4/2017,9/11/2017,9/18/2017,1,PF,NA,NA,NA,54,11/7/2017,NA,NA,NA,NA,27.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260869565,0.409638554,NA
223,1,15,AM,RU2012-041,RU2012-041,0.993043253,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,19,1,11.64,54.6,18,10/19/2015,NA,8,3/28/2016,8,1,NA,102,224,6/23/2016,6/30/2016,6/30/2016,7/7/2016,1,PF,21.5,222.6,104,87,10/13/2016,NA,NA,157.7,3.82,2.36,10,6.31,5,2.89,3.42,NA,NA,NA,NA,NA,NA,210.38,3/28/2017,NA,0,NA,6/26/2017,6/26/2017,6/26/2017,7/3/2017,1,PF,NA,NA,147,147,10/18/2017,NA,NA,NA,NA,16.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444,0.836538462,1
224,1,15,AN,JPN-2010-008,JPN-2010-008,0.993300001,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,191,1,13.17,300,101,10/26/2015,NA,26,4/4/2016,7,1,NA,196,400,9/1/2016,9/9/2016,9/9/2016,9/9/2016,1,PF,46,400,214,155,11/4/2016,NA,NA,273.8,7.42,5.37,16,20.84,0,0,20.84,NA,NA,NA,NA,NA,NA,2430.46,3/28/2017,NA,0,NA,8/24/2017,9/4/2017,9/11/2017,9/18/2017,1,PF,NA,NA,NA,95,11/7/2017,NA,NA,NA,NA,25.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.257425743,0.724299065,NA
225,1,15,AO,RU2012-102,RU2012-102,0.993627824,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,75,1,11.44,107.6,43,10/19/2015,NA,14,3/28/2016,5,1,NA,179,400,6/23/2016,7/7/2016,6/23/2016,7/7/2016,1,PF,32.1,400,224,124,10/13/2016,NA,NA,196.5,4.07,3.07,11,4.32,0,0,4.32,NA,NA,NA,NA,NA,NA,460.82,3/28/2017,NA,0,NA,6/19/2017,7/3/2017,6/19/2017,7/3/2017,1,PF,NA,NA,NA,128,9/20/2017,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325581395,0.553571429,NA
226,2,1,BA,JPN-2011-014,JPN-2011-014,0.00032261,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,210,1,13.47,274.5,104,10/26/2015,NA,37,4/4/2016,4,1,NA,140,400,9/1/2016,9/9/2016,9/9/2016,9/9/2016,1,PF,41,400,201,125,11/4/2016,NA,NA,283.8,5.58,4.31,15,15.85,0,0,15.85,NA,NA,NA,NA,NA,NA,2064.31,3/28/2017,NA,0,NA,8/28/2017,9/4/2017,9/11/2017,9/11/2017,1,PF,NA,NA,NA,40,11/7/2017,NA,NA,NA,NA,24.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.355769231,0.621890547,NA
227,2,1,BB,JPN-2011-001,JPN-2011-001,0.003618389,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,199,1,7.16,211.7,146,10/26/2015,NA,0,3/28/2016,8,1,NA,153,400,10/6/2016,10/13/2016,10/13/2016,10/13/2016,1,PF,44.4,400,218,19,11/10/2016,NA,NA,295.5,10.32,3.6,25,33.05,0,0,33.05,NA,NA,NA,NA,NA,NA,2674.98,4/4/2017,NA,0,NA,NA,NA,NA,NA,1,NR,NA,NA,NA,0,11/7/2017,NA,NA,NA,NA,26.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.087155963,NA
228,2,1,BC,PMS-076,PMS-076,0.010604094,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,515,1,11.04,272,76,10/26/2015,NA,25,3/28/2016,7,1,NA,308,400,9/9/2016,9/9/2016,9/9/2016,9/9/2016,1,PF,57,400,337,175,10/27/2016,NA,NA,211.2,4.5,3.68,19,10.16,0,0,10.16,NA,NA,NA,NA,NA,NA,1763.22,3/28/2017,NA,0,NA,9/4/2017,9/11/2017,9/11/2017,9/11/2017,1,PF,NA,NA,NA,90,11/7/2017,NA,NA,NA,NA,18.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328947368,0.519287834,NA
229,2,1,BD,RU2012-196,RU2012-196,0.012425854,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,150,1,15.05,130.2,47,10/19/2015,NA,22,3/28/2016,3,1,NA,198,400,6/23/2016,6/23/2016,6/30/2016,7/7/2016,1,PF,31.4,400,195,204,10/6/2016,NA,NA,165.2,5.18,4.02,9,8.45,2,3.9,4.55,NA,NA,NA,NA,NA,NA,518.4,3/28/2017,NA,0,NA,6/12/2017,6/19/2017,6/19/2017,6/19/2017,1,PF,NA,NA,210,210,9/13/2017,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468085106,1.046153846,1
230,2,1,BE,RU2012-049,RU2012-049,0.022573257,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,26,1,8.76,135.6,44,10/19/2015,NA,18,3/28/2016,1,1,NA,221,400,6/23/2016,6/23/2016,6/30/2016,6/30/2016,1,PF,24.3,400,254,76,10/13/2016,NA,NA,187.1,4.17,2.82,12,6.11,2,1.69,4.42,NA,NA,NA,NA,NA,NA,316.54,3/28/2017,NA,0,NA,6/12/2017,NA,6/26/2017,NA,1,PF,NA,NA,NA,87,10/18/2017,NA,NA,NA,NA,12.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409090909,0.299212598,NA
231,2,1,BF,RU2012-066,RU2012-066,0.027535205,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,43,1,10.15,104.3,57,10/19/2015,NA,21,3/28/2016,1,1,NA,427,400,7/14/2016,7/21/2016,7/21/2016,7/21/2016,1,PF,29.2,400,396,144,10/6/2016,NA,NA,159.3,3.55,2.81,14,3.71,0,0,3.71,NA,NA,NA,NA,NA,NA,430.12,3/28/2017,NA,0,NA,7/3/2017,NA,7/17/2017,NA,1,PF,NA,NA,NA,147,10/18/2017,NA,NA,NA,NA,10.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368421053,0.363636364,NA
232,2,1,BG,RU2012-061,RU2012-061,0.035551714,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,36,1,9.11,113.9,46,10/19/2015,NA,23,3/28/2016,1,1,NA,274,231.4,6/23/2016,6/30/2016,6/30/2016,7/7/2016,1,PF,33,233.5,281,106,10/6/2016,NA,NA,155.3,3.97,3.48,9,4.07,1,0.65,3.42,NA,NA,NA,NA,NA,NA,364.46,3/28/2017,NA,0,NA,6/19/2017,NA,6/19/2017,NA,1,PF,NA,NA,NA,57,9/20/2017,NA,NA,NA,NA,12.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.377224199,NA
233,2,1,BH,RU2012-056.2 (2x),RU2012-056.2 (2x),0.036176037,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,32,1,13.3,161.5,71,10/19/2015,NA,33,3/28/2016,2,1,NA,326,400,6/16/2016,6/30/2016,6/23/2016,7/7/2016,1,PF,31,400,342,201,10/6/2016,NA,NA,167.2,4.33,3.31,11,3.71,0,0,3.71,NA,NA,NA,NA,NA,NA,594.87,3/28/2017,NA,0,NA,7/10/2017,NA,7/10/2017,NA,1,PF,NA,NA,NA,111,8/23/2017,NA,NA,NA,NA,8.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464788732,0.587719298,NA
